LOC101061105	GO:0005452, GO:0005452, GO:0005886, GO:0006820, GO:0006820, GO:0008509, GO:0015106, GO:0015701, GO:0016323, GO:0051453, GO:0055085
LOC101061109	GO:0005198, GO:0005886, GO:0005923, GO:0007155, GO:0070830
LOC101061110	GO:0016020
LOC101061115	GO:0003697, GO:0005737, GO:0006302, GO:0016605, GO:0070260
LOC101061116	GO:0004968, GO:0007186, GO:0007186, GO:0016020, GO:0042277
LOC101061117	GO:0003779, GO:0005886, GO:0007015, GO:0031267, GO:0035023
LOC101061118	GO:0005886, GO:0050770, GO:0050804, GO:0098632, GO:0098839, GO:0098978, GO:0099560
LOC101061120	GO:0005743, GO:0005743, GO:0005751, GO:0005751, GO:0006123, GO:0006123
LOC101061121	GO:0015297, GO:0016020, GO:0016020, GO:0042910, GO:1990961
LOC101061123	GO:0004222, GO:0004222, GO:0006508, GO:0008270, GO:0030198, GO:0030574, GO:0031012
LOC101061126	GO:0005829, GO:0006470, GO:0007179, GO:0008138, GO:0042127, GO:0046330
LOC101061127	GO:0005743, GO:0006811, GO:0006811, GO:0015075, GO:0015075, GO:0022889, GO:0140300
LOC101061129	GO:0006814, GO:0006885, GO:0015385, GO:0015385, GO:0016020, GO:0016020, GO:0055037, GO:1902600, GO:1902600
LOC101061130	GO:0001525, GO:0005019, GO:0005524, GO:0006468, GO:0007169, GO:0007169, GO:0007275, GO:0014911, GO:0033674, GO:0043235, GO:0048407, GO:0060326
LOC101061131	GO:0047496, GO:0055107
LOC101061132	GO:0005509, GO:0005886, GO:0007156
LOC101061136	GO:0005524, GO:0016020, GO:0016020, GO:0016887, GO:0055085, GO:0055085, GO:0140359
LOC101061138	GO:0005515, GO:0008201, GO:0010811, GO:0030198, GO:0031012, GO:0070052
LOC101061139	GO:0004252, GO:0004252, GO:0005615, GO:0006508, GO:0006508
LOC101061143	GO:0004857, GO:0005615, GO:0062023, GO:0070328
LOC101061147	GO:0005515
LOC101061148	GO:0004997, GO:0004997, GO:0007200, GO:0016020, GO:0016020
LOC101061150	GO:0005515
LOC101061153	GO:0016020, GO:0043231, GO:0061077, GO:0098693, GO:0098793
LOC101061156	GO:0051726, GO:0051726
LOC101061157	GO:0004046, GO:0016788
LOC101061159	GO:0016020, GO:0016020
LOC101061166	GO:0005131, GO:0005131, GO:0005576, GO:0005576, GO:0005615, GO:0005615, GO:0031667, GO:0042531, GO:0045927, GO:0046427, GO:0048513, GO:0060396, GO:0070186
LOC101061169	GO:0004565, GO:0004565, GO:0005773, GO:0005975, GO:0005975
LOC101061172	GO:0005634, GO:0016926, GO:0016929
LOC101061179	GO:0004115, GO:0005634, GO:0005829, GO:0007165, GO:0048471
LOC101061180	GO:0051726
LOC101061181	GO:0003712, GO:0005634, GO:0006357, GO:0043066, GO:0043123, GO:0045766
LOC101061184	GO:0005337, GO:0005337, GO:0005886, GO:0015853, GO:0015854, GO:0015862, GO:0016323, GO:0035344, GO:0035364, GO:1901642, GO:1901642
LOC101061185	GO:0005515, GO:0005737, GO:0046328
LOC101061187	GO:0005313, GO:0015183, GO:0015810, GO:0015813, GO:0043490
LOC101061190	GO:0061630, GO:0061630, GO:0072487
LOC101061193	GO:0000978, GO:0000981, GO:0006357, GO:0009653, GO:0030154
LOC101061194	GO:0003334, GO:0003334, GO:0010482, GO:0030054
LOC101061202	GO:0007186, GO:0008277, GO:0035556
LOC101061204	GO:0005515
LOC101061206	GO:0009134, GO:0016020, GO:0017110
LOC101061207	GO:0001726, GO:0005737, GO:0005902, GO:0007163, GO:0015629, GO:0016477, GO:0030027, GO:0030175, GO:0030426, GO:0030674, GO:0031253, GO:0051015, GO:0051015, GO:0051017
LOC101061209	GO:0001934, GO:0005105, GO:0005615, GO:0005737, GO:0008083, GO:0008083, GO:0008284, GO:0008543, GO:0009887, GO:0010628, GO:0030154, GO:0030334
LOC101061212	GO:0000978, GO:0000981, GO:0005634, GO:0006357, GO:0046983
LOC101061215	GO:0004035, GO:0005886, GO:0016311
LOC101061216	GO:0050998
LOC101061217	GO:0007219, GO:0016567
LOC101061220	GO:0008467
LOC101061221	GO:0005886, GO:0007166, GO:0007188, GO:0008528, GO:0015056, GO:0017046, GO:0030425, GO:0043404, GO:0043679, GO:0060291
LOC101061223	GO:0005515, GO:0007596, GO:0016020
LOC101061224	GO:0005254, GO:0005886, GO:1902476
LOC101061225	GO:0016020, GO:0016020, GO:0035725
LOC101061227	GO:0005515
LOC101061230	GO:0005886, GO:0007156, GO:0007411, GO:0030424, GO:0070593, GO:0098632
LOC101061232	GO:0004731, GO:0004731, GO:0005737, GO:0009116
LOC101061235	GO:0004252, GO:0004252, GO:0006508, GO:0007340
LOC101061236	GO:0005515
LOC101061242	GO:0000123, GO:0003713, GO:0004402, GO:0005667, GO:0016573, GO:0031490, GO:0045944
LOC101061243	GO:0005737, GO:0008525, GO:0008526, GO:0015914, GO:0015914, GO:0031210, GO:0035091, GO:0046872
LOC101061246	GO:0005737, GO:0006470, GO:0006470, GO:0008138, GO:0008138, GO:0033549, GO:0043409
LOC101061248	GO:0002088, GO:0005212, GO:0007601
LOC101061250	GO:0004719, GO:0004719, GO:0005737, GO:0036211, GO:0036211
LOC101061252	GO:0003779, GO:0030036
LOC101061255	GO:0000978, GO:0000981, GO:0005634, GO:0006357, GO:0009952, GO:0009954, GO:0048704
LOC101061262	GO:0000122, GO:0005829, GO:0051082, GO:0051082, GO:0051085, GO:0051087
LOC101061263	GO:0005085, GO:0005515, GO:0005543, GO:0032012
LOC101061264	GO:0005025, GO:0005524, GO:0005524, GO:0005886, GO:0006468, GO:0006468, GO:0009953, GO:0030509, GO:0043235, GO:0046332, GO:0071363
LOC101061268	GO:0000398, GO:0003729, GO:0008270, GO:0016607
LOC101061271	GO:0005515
LOC101061272	GO:0016627, GO:0042761
LOC101061273	GO:0004792, GO:0005739
LOC101061274	GO:0007186, GO:0007186, GO:0016020, GO:0045028, GO:0045028
LOC101061275	GO:0005096, GO:0005515, GO:0007165, GO:0008289, GO:0030036, GO:0035023
LOC101061276	GO:0005741, GO:0005741, GO:0005742, GO:0008320, GO:0008320, GO:0030150, GO:0030150
LOC101061277	GO:0000723, GO:0000724, GO:0003676, GO:0005524, GO:0005634, GO:0005694, GO:0005737, GO:0006268, GO:0008270, GO:0009378, GO:0043138
LOC101061279	GO:0000086, GO:0005515, GO:0005634, GO:0005829, GO:0019005, GO:0031146, GO:0043153, GO:0051726
LOC101061287	GO:0003924, GO:0005525, GO:0005525, GO:0005634, GO:0005764, GO:0009267, GO:0010506, GO:0032008, GO:0071230, GO:1990131
LOC101061288	GO:0004722, GO:0005634, GO:0005829, GO:0006470, GO:0043169, GO:0051019
LOC101061289	GO:0000978, GO:0000981, GO:0006357, GO:0009653, GO:0030154
LOC101061290	GO:0003779, GO:0005522, GO:0005856, GO:0008154, GO:0008154, GO:0017124, GO:0017124, GO:0030838, GO:0051289
LOC101061291	GO:0005509, GO:0016020
LOC101061293	GO:0001664, GO:0003924, GO:0003924, GO:0005525, GO:0005834, GO:0007188, GO:0007188, GO:0007214, GO:0031683, GO:0031683
LOC101061298	GO:0004222, GO:0017147, GO:0030178, GO:0031090
LOC101061305	GO:0005515
LOC101061306	GO:0000981, GO:0005634, GO:0006357, GO:0043565
LOC101061314	GO:0005886, GO:0006865, GO:0006865, GO:0015171, GO:0055085
LOC101061317	GO:0004586, GO:0005737, GO:0033387
LOC101061321	GO:0005524, GO:0005737, GO:0006468, GO:0006468, GO:0007165, GO:0009966, GO:0050254
LOC101061322	GO:0004197, GO:0005515, GO:0006508, GO:1902042
LOC101061327	GO:0005615, GO:0062023
LOC101061330	GO:0003870, GO:0003870, GO:0005739, GO:0005759, GO:0006783, GO:0030170, GO:0042541, GO:0048821
LOC101061332	GO:0003723, GO:0005634, GO:0006378, GO:1990817, GO:1990817
LOC101061333	GO:0005515
LOC101061335	GO:0000785, GO:0005634, GO:0006338, GO:0032968, GO:0070577
LOC101061336	GO:0005525
LOC101061340	GO:0003723, GO:0003950, GO:0004540, GO:0005515, GO:0006396, GO:0097543, GO:1904108
LOC101061341	GO:0005811, GO:0005829, GO:0010890, GO:0019915
LOC101061342	GO:0005515
LOC101061347	GO:0003924, GO:0005525
LOC101061350	GO:0004859, GO:0005509, GO:0005509, GO:0005544, GO:0005737, GO:0008092
LOC101061354	GO:0005109, GO:0005829, GO:0035556, GO:0060070
LOC101061355	GO:0005922, GO:0005922, GO:0007154, GO:0007154
LOC101061360	GO:0003725, GO:0003726, GO:0005730, GO:0005737, GO:0006382, GO:0006396, GO:0006396, GO:0008251
LOC101061361	GO:0004222, GO:0004222, GO:0006508, GO:0030198, GO:0030198, GO:0031012
LOC101061367	GO:0015020, GO:0035269, GO:0042285
LOC101061371	GO:0005886, GO:0007605, GO:0050974
LOC101061373	GO:0008270, GO:0009086, GO:0047150
LOC101061374	GO:0005515
LOC101061376	GO:0003677, GO:0005634, GO:0005737, GO:0032922, GO:0043153, GO:0045892, GO:0071949
LOC101061380	GO:0003707, GO:0005496, GO:0005886, GO:0048545
LOC101061382	GO:0008270
LOC101061383	GO:0000381, GO:0003729, GO:0005634, GO:0005737, GO:0007399
LOC101061384	GO:0003676
LOC101061385	GO:0000978, GO:0000981, GO:0001525, GO:0001570, GO:0001946, GO:0045944
LOC101061386	GO:0016020
LOC101061387	GO:0004558, GO:0005975, GO:0006491, GO:0030246
LOC101061388	GO:0006886, GO:0030117, GO:0030122, GO:0030122, GO:0035615, GO:0035615, GO:0072583, GO:0072583
LOC101061391	GO:0009617
LOC101061394	GO:0008146, GO:0008146, GO:0016020, GO:0016020, GO:0016051, GO:0030166
LOC101061395	GO:0003676, GO:0008270, GO:0015074
LOC101061396	GO:0000786, GO:0000786, GO:0003677, GO:0003677, GO:0030527, GO:0030527, GO:0046982
LOC101061397	GO:0000122, GO:0000978, GO:0000981, GO:0000981, GO:0009790, GO:0030154
LOC101061408	GO:0003924, GO:0005525
LOC101061415	GO:0004065
LOC101061416	GO:0005515, GO:0019005, GO:0031146
LOC101061420	GO:0005164, GO:0006955, GO:0016020
LOC101061422	GO:0004674, GO:0005515, GO:0005524, GO:0005634, GO:0005737, GO:0006468, GO:0030036, GO:0043005, GO:0051496
LOC101061425	GO:0000978, GO:0000981, GO:0005634, GO:0005694, GO:0006357, GO:0043035
LOC101061426	GO:0005743, GO:0006740, GO:0008746, GO:0008746, GO:0050661, GO:0051287, GO:1902600
LOC101061427	GO:0004623, GO:0005737, GO:0008970, GO:0016410, GO:0070292
LOC101061428	GO:0005515, GO:0006828, GO:0015279, GO:0016020, GO:0016020, GO:0034703, GO:0051480, GO:0070588, GO:0070588, GO:0070679
LOC101061431	GO:0005102, GO:0005201, GO:0005604, GO:0007155, GO:0007411, GO:0030155, GO:0030334, GO:0045995
LOC101061436	GO:0004497, GO:0005506, GO:0016705, GO:0020037
LOC101061438	GO:0001934, GO:0005104, GO:0005615, GO:0005737, GO:0008083, GO:0008083, GO:0008284, GO:0008543, GO:0009887, GO:0010628, GO:0030154, GO:0030334
LOC101061439	GO:0016020, GO:0016020, GO:0035725
LOC101061440	GO:0001917, GO:0005509, GO:0005509, GO:0007601, GO:0008048, GO:0031284, GO:0120199
LOC101061441	GO:0003677, GO:0008270, GO:0045893, GO:0048188
LOC101061442	GO:0004896, GO:0005515, GO:0009897, GO:0019221
LOC101061443	GO:0005085, GO:0007264
LOC101061448	GO:0004683, GO:0004683, GO:0005516, GO:0005516, GO:0005524, GO:0005737, GO:0006468, GO:0043005
LOC101061450	GO:0005509, GO:0016460
LOC101061451	GO:0005085, GO:0005886, GO:0035023
LOC101061452	GO:0000987, GO:0005923, GO:0008023, GO:0016020, GO:0032968, GO:0042795, GO:0070830
LOC101061453	GO:0001968, GO:0005178, GO:0005925, GO:0007160, GO:0007229, GO:0008305, GO:0009986, GO:0016477, GO:0019960, GO:0033627, GO:0043236, GO:0098639
LOC101061455	GO:0005794, GO:0006665, GO:0016125, GO:0032366, GO:0032366, GO:0032541, GO:0097036
LOC101061460	GO:0005247, GO:0005247, GO:0006821, GO:0006821, GO:0016020, GO:0055085
LOC101061471	GO:0004089, GO:0004089, GO:0005886, GO:0008270, GO:0008270
LOC101061475	GO:0005515, GO:0006511, GO:0035519, GO:0061630, GO:0070534, GO:0070936
LOC101061477	GO:0005515
LOC101061478	GO:0000981, GO:0005634, GO:0006357, GO:0030154, GO:0043565
LOC101061479	GO:0006486, GO:0006486, GO:0016020, GO:0016020, GO:0016758, GO:0016758
LOC101061481	GO:0000978, GO:0000981, GO:0000981, GO:0005634, GO:0006357
LOC101061487	GO:0005042, GO:0005515, GO:0016020, GO:0038007
LOC101061490	GO:0005509, GO:0005509
LOC101061494	GO:0004722, GO:0006470
LOC101061495	GO:0005096, GO:0005737, GO:0007165, GO:0090630
LOC101061500	GO:0003723, GO:0005515
LOC101061501	GO:0000028, GO:0003729, GO:0003735, GO:0003735, GO:0005840, GO:0006412, GO:0006412, GO:0019843, GO:0022627
LOC101061510	GO:0004890, GO:0004890, GO:0005230, GO:0007165, GO:0007268, GO:0016020, GO:0016020, GO:0030594, GO:0034220, GO:0034220, GO:0042391, GO:0043005, GO:0045202, GO:0050877, GO:1902711
LOC101061511	GO:0005509, GO:0005737, GO:0005884, GO:0032432, GO:0051015, GO:0051017, GO:0051639
LOC101061512	GO:0000978, GO:0000981, GO:0001708, GO:0005634, GO:0006357, GO:0045893
LOC101061514	GO:0005515
LOC101061520	GO:0001534, GO:0001534, GO:0005930, GO:0035082, GO:0060271, GO:0060271, GO:0060294, GO:0060294
LOC101061525	GO:0005509, GO:0005516, GO:0005543, GO:0005886, GO:0007528, GO:0016081, GO:0016082, GO:0016188, GO:0017075, GO:0019992, GO:0030672, GO:0031594, GO:0035249, GO:0042734, GO:0043195, GO:0061789, GO:0098831, GO:0099525
LOC101061527	GO:0005942, GO:0008286, GO:0043551, GO:0046854, GO:0046935
LOC101061528	GO:0004114, GO:0007165
LOC101061529	GO:0003677, GO:0003712, GO:0005515, GO:0006357, GO:0006482, GO:0008270, GO:0032452
LOC101061531	GO:0016020, GO:0022857, GO:0055085
LOC101061532	GO:0005737, GO:0005829, GO:0016812
LOC101061534	GO:0016020, GO:1902936
LOC101061536	GO:0004252, GO:0006508, GO:0016020, GO:0070008
LOC101061541	GO:0004602, GO:0004602, GO:0006979, GO:0006979
LOC101061545	GO:0001968, GO:0005576, GO:0005615, GO:0031994, GO:0031995, GO:0043567
LOC101061551	GO:0004713, GO:0005524, GO:0006468, GO:0007169, GO:0007169, GO:0007275, GO:0007399, GO:0008284, GO:0009925, GO:0033674, GO:0038131, GO:0038132, GO:0043235
LOC101061552	GO:0005332, GO:0005886, GO:0006836, GO:0009986, GO:0030424, GO:0035725
LOC101061553	GO:0000122, GO:0003677, GO:0005515, GO:0005634, GO:0051718, GO:0090116
LOC101061555	GO:0004102, GO:0005737, GO:0007274, GO:0008292, GO:0043005
LOC101061557	GO:0005739, GO:0005739, GO:0005743, GO:0033617, GO:0033617, GO:0051082
LOC101061558	GO:0005102
LOC101061562	GO:0001706, GO:0005634, GO:0005737, GO:0006470, GO:0008330, GO:0017017, GO:0017017, GO:0043409
LOC101061564	GO:0005515
LOC101061565	GO:0004114, GO:0005515, GO:0007165
LOC101061568	GO:0001708, GO:0005113, GO:0005509, GO:0005615, GO:0007224, GO:0007267, GO:0007275, GO:0010468, GO:0016539, GO:0016540
LOC101061569	GO:0005515, GO:0015347, GO:0015732, GO:0016020, GO:0016020, GO:0043252, GO:0055085, GO:0055085
LOC101061570	GO:0005523, GO:0005861, GO:0005861, GO:0006936, GO:0006937, GO:0030172, GO:0031013, GO:0045214
LOC101061571	GO:0000139, GO:0004252, GO:0004252, GO:0005802, GO:0016486
LOC101061576	GO:0005737, GO:0005871, GO:0005871, GO:0008088, GO:0019894, GO:0043227
LOC101061577	GO:0005524, GO:0009058, GO:0047940
LOC101061580	GO:0000164, GO:0005979, GO:0008157, GO:2001069
LOC101061582	GO:0000278, GO:0005509, GO:0005509, GO:0005813, GO:0005814, GO:0006289, GO:0007099
LOC101061585	GO:0004674, GO:0005515, GO:0005524, GO:0005634, GO:0005737, GO:0006468, GO:0030036, GO:0043005, GO:0051496
LOC101061587	GO:0004993, GO:0005886, GO:0007187, GO:0007197, GO:0007268, GO:0016907, GO:0016907, GO:0030425, GO:0045202
LOC101061589	GO:0016787, GO:0016787
LOC101061593	GO:0003873, GO:0003873, GO:0004331, GO:0005524, GO:0005524, GO:0005829, GO:0006000, GO:0006003, GO:0006003
LOC101061597	GO:0005886, GO:0015629, GO:0051015, GO:0051017
LOC101061599	GO:0005515, GO:0005737, GO:0046328
LOC101061602	GO:0003924, GO:0003924, GO:0005525, GO:0005525, GO:0005886, GO:0007165, GO:0019003
LOC101061607	GO:0001501, GO:0004222, GO:0004222, GO:0008270, GO:0030198, GO:0030574, GO:0031012, GO:0031638
LOC101061608	GO:0000978, GO:0004879, GO:0008270, GO:0030154, GO:0045944, GO:0048856
LOC101061609	GO:0003676, GO:0005634, GO:0005634, GO:0006351, GO:0006351, GO:0006368, GO:0008270
LOC101061612	GO:0005245, GO:0005245, GO:0005891, GO:0016247, GO:0019226, GO:0032281, GO:0051968, GO:0070588, GO:0098839, GO:0098943, GO:0098970, GO:0099590, GO:2000311
LOC101061614	GO:0009617
LOC101061617	GO:0007186, GO:0007186, GO:0008502, GO:0016020
LOC101061620	GO:0000786, GO:0000786, GO:0003677, GO:0003677, GO:0030527, GO:0030527, GO:0046982
LOC101061626	GO:0005524, GO:0005525, GO:0005737, GO:0016887, GO:0016887
LOC101061634	GO:0003924, GO:0005525
LOC101061635	GO:0005085, GO:0005829, GO:0007264, GO:0043547
LOC101061637	GO:0016740
LOC101061639	GO:0000122, GO:0003714, GO:0005634, GO:0005737, GO:0008134, GO:0043433
LOC101061645	GO:0003746, GO:0003746, GO:0003924, GO:0003924, GO:0005525, GO:0006412, GO:0006414, GO:0006414
LOC101061646	GO:0016020, GO:0052689
LOC101061647	GO:0005737, GO:0006516, GO:0019005, GO:0030433, GO:0031146, GO:0061630
LOC101061648	GO:0003924, GO:0005525, GO:0005940, GO:0008021, GO:0015630, GO:0017157, GO:0031105, GO:0032153, GO:0060090, GO:0061640
LOC101061650	GO:0003707, GO:0005496, GO:0005886, GO:0048545
LOC101061652	GO:0006144, GO:0006144, GO:0033971
LOC101061653	GO:0004623, GO:0005737, GO:0008970, GO:0016410, GO:0070292
LOC101061654	GO:0004930, GO:0004930, GO:0016020, GO:0071880
LOC101061655	GO:0003779, GO:0005856, GO:0030036, GO:0034237, GO:0071933, GO:2000601
LOC101061657	GO:0003333, GO:0005774, GO:0015171
LOC101061664	GO:0033178, GO:0033178, GO:0046961, GO:0046961, GO:1902600, GO:1902600
LOC101061665	GO:0005332, GO:0005886, GO:0006836, GO:0035725
LOC101061670	GO:0005515
LOC101061676	GO:0005515, GO:0008270
LOC101061678	GO:0005923, GO:0016324, GO:0031410, GO:0070830
LOC101061679	GO:0000978, GO:0000981, GO:0005634, GO:0006357, GO:1990589
LOC101061685	GO:0003924, GO:0005525, GO:0005768, GO:0005794, GO:0032482
LOC101061687	GO:0006884, GO:0015379, GO:0016020, GO:0016020, GO:0055064, GO:0055075, GO:1902476, GO:1990573
LOC101061688	GO:0005026, GO:0005524, GO:0005524, GO:0005886, GO:0006468, GO:0006468, GO:0007179, GO:0007507, GO:0017002, GO:0034713, GO:0043235, GO:0043235, GO:0046332, GO:0046872, GO:0048185, GO:0050431, GO:0071363
LOC101061690	GO:0006096, GO:0006096, GO:0016868, GO:0016868
LOC101061693	GO:0004930, GO:0005515, GO:0007186, GO:0016020
LOC101061694	GO:0000226, GO:0000278, GO:0003924, GO:0005200, GO:0005200, GO:0005525, GO:0005525, GO:0005737, GO:0005874, GO:0005874
LOC101061695	GO:0005096, GO:0005096, GO:0005515, GO:0005737
LOC101061696	GO:0005634
LOC101061698	GO:0005886, GO:0006886, GO:0006904, GO:0007269, GO:0016192, GO:0016192, GO:0019905, GO:0030141
LOC101061700	GO:0005509
LOC101061701	GO:0005452, GO:0005452, GO:0005886, GO:0006820, GO:0006820, GO:0008509, GO:0015106, GO:0015701, GO:0016323, GO:0051453, GO:0055085
LOC101061703	GO:0005509, GO:0005509, GO:0010881, GO:0033018
LOC101061705	GO:0000118, GO:0000122, GO:0004407, GO:0004407, GO:0006325, GO:0016575, GO:0016575
LOC101061706	GO:0005576, GO:0030414
LOC101061707	GO:0004888, GO:0007166
LOC101061710	GO:0005096, GO:0005737, GO:0007165, GO:0051056
LOC101061711	GO:0000978, GO:0000981, GO:0000981, GO:0005634, GO:0005634, GO:0006357, GO:0009952, GO:0048704
LOC101061713	GO:0003924, GO:0005525, GO:0005940, GO:0015630, GO:0031105, GO:0032153, GO:0060090, GO:0061640
LOC101061714	GO:0000786, GO:0000786, GO:0003677, GO:0003677, GO:0030527, GO:0030527, GO:0046982
LOC101061715	GO:0003924, GO:0003924, GO:0005525, GO:0005525, GO:0005737, GO:0015630, GO:0060271
LOC101061716	GO:0000978, GO:0000981, GO:0005634, GO:0006357
LOC101061717	GO:0001872, GO:0006910, GO:0008284, GO:0009986, GO:0016046, GO:0030335, GO:0032491, GO:0038187, GO:0050766, GO:0051251, GO:0051712, GO:0071226, GO:0090303, GO:1900017
LOC101061719	GO:0005886
LOC101061720	GO:0000981, GO:0005634, GO:0006357, GO:0030154, GO:0043565
LOC101061723	GO:0016020, GO:0016020, GO:0035725
LOC101061724	GO:0005544, GO:0005886, GO:0030971, GO:0038128, GO:0071277
LOC101061725	GO:0016020, GO:0022857, GO:0055085
LOC101061727	GO:0005886, GO:0030054, GO:0035332
LOC101061729	GO:0000978, GO:0000981, GO:0001707, GO:0001714, GO:0002302, GO:0005634, GO:0006357, GO:0045893
LOC101061733	GO:0016020
LOC101061736	GO:0005881, GO:0009986, GO:0016020
LOC101061737	GO:0004890, GO:0004890, GO:0005237, GO:0007165, GO:0007214, GO:0008503, GO:0022851, GO:0032590, GO:0034220, GO:0034220, GO:0043005, GO:0045202, GO:0050877, GO:0051932, GO:0060078, GO:0098794, GO:1902711, GO:1904315
LOC101061741	GO:0004382, GO:0009134, GO:0016020, GO:0045134
LOC101061742	GO:0016020
LOC101061744	GO:0003924, GO:0005525, GO:0005765, GO:0008089, GO:0015031
LOC101061753	GO:0005249, GO:0006813, GO:0016020, GO:0055085
LOC101061758	GO:0022857, GO:0055085
LOC101061760	GO:0005515, GO:0005783, GO:0016020, GO:0042264, GO:0062101
LOC101061762	GO:0003831, GO:0005975, GO:0005975, GO:0006487, GO:0008092
LOC101061763	GO:0015297, GO:0016020, GO:0016020, GO:0042910, GO:1990961
LOC101061764	GO:0005743, GO:0033617
LOC101061768	GO:0030318, GO:0032402, GO:0032402, GO:0042470, GO:0042470
LOC101061771	GO:0001772, GO:0002548, GO:0005615, GO:0005634, GO:0019863, GO:0030246, GO:0030593, GO:0043236, GO:0045806, GO:0048245, GO:0048246, GO:0050918, GO:0062023, GO:0090280, GO:2001237
LOC101061774	GO:0000978, GO:0003700, GO:0006357
LOC101061775	GO:0001223, GO:0045892
LOC101061776	GO:0005615, GO:0010506
LOC101061778	GO:0004591, GO:0004591, GO:0005739, GO:0006099, GO:0006099, GO:0030976, GO:0030976, GO:0045252
LOC101061782	GO:0000785, GO:0005634, GO:0006338, GO:0006355, GO:0070577
LOC101061783	GO:0005484, GO:0005886, GO:0006906, GO:0016192, GO:0019905, GO:0031201, GO:0035493
